f1,f2,f3,f4,f5,ax,ay,az,posture,label
1077.2,261.0,459.2,3441.0,249.8,2446.4,3292.8,32767.0,0,A
1077.2,261.0,459.2,3441.0,249.8,2446.4,3292.8,32767.0,0,A
1075.0,259.0,462.4,3441.0,254.0,2428.0,3297.6,32767.0,0,A
1075.0,258.2,462.2,3443.8,254.4,2451.2,3300.0,32767.0,0,A
1075.0,258.2,462.2,3443.8,254.4,2451.2,3300.0,32767.0,0,A
1074.8,259.0,460.8,3443.6,261.6,2466.4,3314.4,32767.0,0,A
1074.8,259.0,460.8,3443.6,261.6,2466.4,3314.4,32767.0,0,A
1071.2,259.2,459.4,3444.2,261.4,2476.8,3355.2,32767.0,0,A
1072.6,259.0,459.2,3442.8,260.6,2476.8,3395.2,32767.0,0,A
1072.6,259.0,459.2,3442.8,260.6,2476.8,3395.2,32767.0,0,A
1071.8,259.0,455.0,3442.0,259.2,2492.0,3354.4,32767.0,0,A
1071.8,259.0,455.0,3442.0,259.2,2492.0,3354.4,32767.0,0,A
1071.8,260.6,454.8,3437.2,259.6,2470.4,3323.2,32767.0,0,A
1077.6,261.2,455.8,3437.4,252.4,2444.8,3301.6,32767.0,0,A
1077.6,261.2,455.8,3437.4,252.4,2444.8,3301.6,32767.0,0,A
1077.2,262.2,460.8,3434.2,252.8,2411.2,3260.0,32767.0,0,A
1075.8,261.8,455.6,3442.2,253.2,2437.6,3255.2,32767.0,0,A
1075.8,261.8,455.6,3442.2,253.2,2437.6,3255.2,32767.0,0,A
1076.8,263.2,457.4,3445.2,253.0,2400.0,3276.8,32767.0,0,A
1076.8,263.2,457.4,3445.2,253.0,2400.0,3276.8,32767.0,0,A
1077.0,262.4,457.6,3447.0,252.0,2425.6,3266.4,32767.0,0,A
1077.0,262.4,457.6,3447.0,252.0,2425.6,3266.4,32767.0,0,A
1072.6,260.8,457.0,3446.8,250.2,2478.4,3287.2,32767.0,0,A
1074.0,260.6,452.4,3449.0,250.0,2508.0,3321.6,32767.0,0,A
1074.0,260.6,452.4,3449.0,250.0,2508.0,3321.6,32767.0,0,A
1075.0,263.2,458.4,3442.4,249.2,2492.0,3308.8,32767.0,0,A
1075.0,263.2,458.4,3442.4,249.2,2492.0,3308.8,32767.0,0,A
1076.2,266.4,457.6,3441.6,249.6,2536.0,3244.8,32767.0,0,A
1076.6,266.8,457.8,3441.6,250.8,2520.0,3248.0,32767.0,0,A
1076.6,266.8,457.8,3441.6,250.8,2520.0,3248.0,32767.0,0,A
1075.8,267.8,458.4,3435.2,253.4,2490.4,3246.4,32767.0,0,A
1075.8,267.8,458.4,3435.2,253.4,2490.4,3246.4,32767.0,0,A
1075.2,266.6,458.4,3435.4,253.6,2502.4,3236.8,32767.0,0,A
1075.0,264.2,459.2,3435.2,255.4,2482.4,3245.6,32767.0,0,A
1075.0,264.2,459.2,3435.2,255.4,2482.4,3245.6,32767.0,0,A
1073.6,259.6,458.4,3434.4,255.2,2485.6,3290.4,32767.0,0,A
1072.2,259.0,458.2,3434.4,253.0,2495.2,3343.2,32767.0,0,A
1072.2,259.0,458.2,3434.4,253.0,2495.2,3343.2,32767.0,0,A
1069.6,257.6,456.6,3440.8,251.6,2499.2,3316.0,32767.0,0,A
1069.6,257.6,456.6,3440.8,251.6,2499.2,3316.0,32767.0,0,A
1070.8,261.2,457.0,3437.6,252.0,2500.8,3284.0,32767.0,0,A
1066.4,261.0,455.6,3437.4,252.0,2487.2,3280.8,32767.0,0,A
1066.4,261.0,455.6,3437.4,252.0,2487.2,3280.8,32767.0,0,A
1066.4,262.2,456.0,3437.6,251.6,2475.2,3271.2,32767.0,0,A
1066.4,262.2,456.0,3437.6,251.6,2475.2,3271.2,32767.0,0,A
1063.8,264.6,457.2,3438.2,253.2,2481.6,3214.4,32767.0,0,A
1062.6,265.8,458.2,3438.4,254.4,2485.6,3198.4,32767.0,0,A
1062.6,265.8,458.2,3438.4,254.4,2485.6,3198.4,32767.0,0,A
1062.6,264.4,457.0,3441.6,254.6,2484.0,3208.8,32767.0,0,A
1069.4,265.6,458.2,3441.6,250.4,2516.8,3201.6,32767.0,0,A
1069.4,265.6,458.2,3441.6,250.4,2516.8,3201.6,32767.0,0,A
1069.8,265.6,458.0,3438.2,251.8,2548.8,3188.0,32767.0,0,A
1069.8,265.6,458.0,3438.2,251.8,2548.8,3188.0,32767.0,0,A
1069.6,265.6,457.6,3437.8,251.4,2563.2,3256.0,32767.0,0,A
1072.8,266.0,457.8,3437.8,251.8,2572.8,3320.8,32767.0,0,A
1072.8,266.0,457.8,3437.8,251.8,2572.8,3320.8,32767.0,0,A
1073.4,265.0,460.4,3438.0,251.4,2590.4,3331.2,32767.0,0,A
1073.4,265.0,460.4,3438.0,251.4,2590.4,3331.2,32767.0,0,A
1069.8,266.4,459.8,3438.0,255.2,2576.8,3342.4,32767.0,0,A
1069.0,267.4,460.6,3433.8,255.2,2535.2,3345.6,32767.0,0,A
1069.0,267.4,460.6,3433.8,255.2,2535.2,3345.6,32767.0,0,A
1075.6,270.0,460.4,3433.6,256.0,2528.0,3291.2,32767.0,0,A
1076.2,269.8,460.0,3433.6,256.2,2523.2,3258.4,32767.0,0,A
1076.2,269.8,460.0,3433.6,256.2,2523.2,3258.4,32767.0,0,A
1077.8,269.8,459.2,3431.8,255.6,2501.6,3241.6,32767.0,0,A
1077.8,269.8,459.2,3431.8,255.6,2501.6,3241.6,32767.0,0,A
1078.4,270.0,459.6,3431.8,255.2,2516.8,3266.4,32767.0,0,A
1080.6,268.4,459.4,3438.6,254.2,2553.6,3320.0,32767.0,0,A
1080.6,268.4,459.4,3438.6,254.2,2553.6,3320.0,32767.0,0,A
1080.2,268.6,458.0,3439.0,254.0,2555.2,3364.0,32767.0,0,A
1080.2,268.6,458.0,3439.0,254.0,2555.2,3364.0,32767.0,0,A
1081.2,267.6,457.4,3439.4,252.4,2533.6,3364.0,32767.0,0,A
1079.4,267.0,457.8,3441.0,249.2,2508.8,3370.4,32767.0,0,A
1079.4,267.0,457.8,3441.0,249.2,2508.8,3370.4,32767.0,0,A
1082.2,264.6,456.8,3441.2,249.8,2479.2,3352.0,32767.0,0,A
1080.6,266.4,456.4,3441.2,250.4,2458.4,3304.0,32767.0,0,A
1080.6,266.4,456.4,3441.2,250.4,2458.4,3304.0,32767.0,0,A
1078.2,261.6,457.6,3441.0,246.8,2426.4,3282.4,32767.0,0,A
1078.2,261.6,457.6,3441.0,246.8,2426.4,3282.4,32767.0,0,A
1076.6,261.4,458.4,3440.6,247.6,2479.2,3287.2,32767.0,0,A
1076.6,260.8,458.2,3440.8,251.0,2503.2,3305.6,32767.0,0,A
1076.6,260.8,458.2,3440.8,251.0,2503.2,3305.6,32767.0,0,A
1073.4,261.4,459.0,3443.2,250.2,2527.2,3304.8,32767.0,0,A
1073.4,261.4,459.0,3443.2,250.2,2527.2,3304.8,32767.0,0,A
1074.0,267.6,458.6,3443.2,248.8,2525.6,3321.6,32767.0,0,A
1075.4,269.4,458.8,3442.6,251.6,2521.6,3293.6,32767.0,0,A
1081.6,277.6,458.6,3443.2,252.0,2437.6,3306.4,32767.0,0,A
1081.6,277.6,458.6,3443.2,252.0,2437.6,3306.4,32767.0,0,A
1082.0,279.8,457.4,3442.8,251.4,2451.2,3307.2,32767.0,0,A
1080.6,268.0,459.8,3440.2,252.4,2456.8,3319.2,32767.0,0,A
1079.8,260.8,459.8,3440.0,252.0,2455.2,3361.6,32767.0,0,A
1079.8,260.8,459.8,3440.0,252.0,2455.2,3361.6,32767.0,0,A
1080.6,257.8,459.6,3439.6,255.2,2475.2,3372.0,32767.0,0,A
1080.6,257.8,459.6,3439.6,255.2,2475.2,3372.0,32767.0,0,A
1075.0,251.2,461.6,3439.2,254.6,2516.0,3352.8,32767.0,0,A
1075.0,251.2,461.6,3439.2,254.6,2516.0,3352.8,32767.0,0,A
1072.4,250.2,462.2,3439.0,255.6,2496.0,3356.0,32767.0,0,A
1067.0,263.0,462.4,3438.4,255.2,2490.4,3355.2,32767.0,0,A
1067.0,263.0,462.4,3438.4,255.2,2490.4,3355.2,32767.0,0,A
1061.2,262.4,462.2,3438.6,256.2,2471.2,3317.6,32767.0,0,A
1060.8,262.8,461.2,3442.2,254.8,2461.6,3349.6,32767.0,0,A
1060.8,262.8,461.2,3442.2,254.8,2461.6,3349.6,32767.0,0,A
1060.2,259.0,461.8,3442.0,255.0,2444.8,3364.8,32767.0,0,A
1060.6,259.0,462.0,3442.2,254.0,2436.8,3373.6,32767.0,0,A
1060.6,259.0,462.0,3442.2,254.0,2436.8,3373.6,32767.0,0,A
1068.0,257.4,459.4,3442.4,253.8,2424.8,3355.2,32767.0,0,A
1068.0,257.4,459.4,3442.4,253.8,2424.8,3355.2,32767.0,0,A
1073.8,256.6,459.2,3442.6,254.2,2418.4,3362.4,32767.0,0,A
1071.8,257.8,461.0,3440.0,251.8,2440.0,3339.2,32767.0,0,A
1071.8,257.8,461.0,3440.0,251.8,2440.0,3339.2,32767.0,0,A
1072.2,262.4,458.6,3441.0,252.0,2466.4,3313.6,32767.0,0,A
1072.2,262.4,458.6,3441.0,252.0,2466.4,3313.6,32767.0,0,A
1073.0,263.0,458.6,3439.6,253.0,2498.4,3296.0,32767.0,0,A
1086.8,263.2,459.6,3439.8,253.0,2500.8,3315.2,32767.0,0,A
1086.8,263.2,459.6,3439.8,253.0,2500.8,3315.2,32767.0,0,A
1089.6,269.0,460.6,3438.8,252.8,2504.8,3302.4,32767.0,0,A
1090.4,269.6,460.4,3438.4,254.6,2475.2,3293.6,32767.0,0,A
1090.4,269.6,460.4,3438.4,254.6,2475.2,3293.6,32767.0,0,A
1091.0,269.0,461.4,3436.4,254.4,2462.4,3318.4,32767.0,0,A
1091.8,269.2,462.0,3438.0,256.4,2453.6,3324.0,32767.0,0,A
1091.8,269.2,462.0,3438.0,256.4,2453.6,3324.0,32767.0,0,A
1077.8,270.8,461.0,3438.2,257.2,2452.8,3277.6,32767.0,0,A
1077.8,270.8,461.0,3438.2,257.2,2452.8,3277.6,32767.0,0,A
1070.6,267.6,461.0,3439.2,257.6,2495.2,3296.0,32767.0,0,A
1070.8,265.8,460.2,3439.4,257.8,2524.0,3300.8,32767.0,0,A
1070.8,265.8,460.2,3439.4,257.8,2524.0,3300.8,32767.0,0,A
1069.8,272.8,460.4,3440.4,258.2,2508.0,3299.2,32767.0,0,A
1069.8,272.8,460.4,3440.4,258.2,2508.0,3299.2,32767.0,0,A
1069.0,272.6,459.8,3441.6,255.6,2477.6,3292.0,32767.0,0,A
1068.8,271.6,460.0,3435.2,253.8,2456.0,3336.8,32767.0,0,A
1068.8,271.6,460.0,3435.2,253.8,2456.0,3336.8,32767.0,0,A
1074.0,265.2,460.0,3435.0,253.0,2408.8,3327.2,32767.0,0,A
1073.4,266.2,460.6,3434.8,252.8,2383.2,3348.0,32767.0,0,A
1073.4,266.2,460.6,3434.8,252.8,2383.2,3348.0,32767.0,0,A
1073.0,257.8,458.4,3434.4,251.6,2365.6,3333.6,32767.0,0,A
1073.0,257.8,458.4,3434.4,251.6,2365.6,3333.6,32767.0,0,A
1076.2,258.0,457.6,3433.2,252.6,2384.0,3386.4,32767.0,0,A
1076.2,258.6,456.8,3440.2,250.6,2397.6,3368.0,32767.0,0,A
1076.2,258.6,456.8,3440.2,250.6,2397.6,3368.0,32767.0,0,A
1076.8,262.0,458.0,3437.0,251.2,2420.8,3376.0,32767.0,0,A
1076.8,262.0,457.2,3436.2,253.0,2427.2,3348.8,32767.0,0,A
1076.8,262.0,457.2,3436.2,253.0,2427.2,3348.8,32767.0,0,A
1077.2,262.4,459.0,3436.6,252.4,2461.6,3350.4,32767.0,0,A
1077.2,262.4,459.0,3436.6,252.4,2461.6,3350.4,32767.0,0,A
1060.0,250.8,459.8,3437.0,252.2,2439.2,3332.0,32767.0,0,A
1060.0,250.4,461.6,3436.4,255.4,2435.2,3315.2,32767.0,0,A
1060.0,250.4,461.6,3436.4,255.4,2435.2,3315.2,32767.0,0,A
1058.6,251.2,461.0,3437.8,255.6,2405.6,3312.8,32767.0,0,A
1058.0,249.8,460.4,3438.8,254.4,2388.0,3322.4,32767.0,0,A
1058.0,249.8,460.4,3438.8,254.4,2388.0,3322.4,32767.0,0,A
1057.8,250.2,459.8,3439.4,254.2,2368.0,3307.2,32767.0,0,A
1057.8,250.2,459.8,3439.4,254.2,2368.0,3307.2,32767.0,0,A
1081.4,261.6,460.8,3439.0,254.0,2346.4,3308.8,32767.0,0,A
1081.8,260.6,459.4,3438.0,253.6,2340.0,3316.0,32767.0,0,A
1081.8,260.6,459.4,3438.0,253.6,2340.0,3316.0,32767.0,0,A
1086.8,261.2,459.8,3442.4,253.4,2335.2,3309.6,32767.0,0,A
1086.8,261.2,459.8,3442.4,253.4,2335.2,3309.6,32767.0,0,A
1090.2,264.4,460.8,3442.4,252.8,2373.6,3308.8,32767.0,0,A
1090.8,264.8,458.0,3444.0,252.8,2368.8,3331.2,32767.0,0,A
1090.8,264.8,458.0,3444.0,252.8,2368.8,3331.2,32767.0,0,A
1081.8,264.2,457.2,3444.4,252.4,2400.8,3268.0,32767.0,0,A
1081.6,264.8,457.6,3445.6,251.6,2405.6,3270.4,32767.0,0,A
1081.6,264.8,457.6,3445.6,251.6,2405.6,3270.4,32767.0,0,A
1077.6,264.2,456.4,3443.2,251.4,2434.4,3275.2,32767.0,0,A
1074.2,262.4,456.6,3442.8,251.4,2440.8,3268.8,32767.0,0,A
1074.2,262.4,456.6,3442.8,251.4,2440.8,3268.8,32767.0,0,A
1073.8,261.6,458.2,3440.6,253.6,2452.0,3268.0,32767.0,0,A
1072.4,258.6,458.4,3439.8,253.2,2458.4,3302.4,32767.0,0,A
1072.4,258.6,458.4,3439.8,253.2,2458.4,3302.4,32767.0,0,A
1073.2,259.4,458.8,3438.8,254.6,2443.2,3306.4,32767.0,0,A
1073.2,259.4,458.8,3438.8,254.6,2443.2,3306.4,32767.0,0,A
1072.4,261.8,459.2,3435.2,254.2,2452.0,3310.4,32767.0,0,A
1072.8,267.0,457.2,3436.0,254.0,2427.2,3377.6,32767.0,0,A
1072.8,267.0,457.2,3436.0,254.0,2427.2,3377.6,32767.0,0,A
1073.8,268.0,458.6,3439.2,254.0,2412.0,3360.8,32767.0,0,A
1073.8,268.0,458.6,3439.2,254.0,2412.0,3360.8,32767.0,0,A
1074.6,271.2,458.0,3438.6,255.2,2408.8,3354.4,32767.0,0,A
1073.6,272.0,458.0,3439.4,252.8,2392.8,3359.2,32767.0,0,A
1073.6,272.0,458.0,3439.4,252.8,2392.8,3359.2,32767.0,0,A
1073.4,270.0,457.2,3434.6,254.0,2384.8,3339.2,32767.0,0,A
1063.2,266.4,459.0,3433.6,254.4,2381.6,3288.8,32767.0,0,A
1063.2,266.4,459.0,3433.6,254.4,2381.6,3288.8,32767.0,0,A
1063.6,267.2,458.8,3430.2,254.0,2407.2,3331.2,32767.0,0,A
1063.6,267.2,458.8,3430.2,254.0,2407.2,3331.2,32767.0,0,A
1063.6,267.6,456.8,3431.4,253.6,2432.0,3354.4,32767.0,0,A
1063.4,266.2,453.0,3431.4,255.4,2473.6,3324.8,32767.0,0,A
1063.4,266.2,453.0,3431.4,255.4,2473.6,3324.8,32767.0,0,A
1064.2,266.2,454.2,3439.6,247.6,2468.8,3328.0,32767.0,0,A
1064.2,266.2,454.2,3439.6,247.6,2468.8,3328.0,32767.0,0,A
1074.6,268.4,453.0,3440.4,247.4,2479.2,3280.8,32767.0,0,A
1073.2,266.6,453.2,3440.6,248.0,2456.0,3236.8,32767.0,0,A
1073.2,266.6,453.2,3440.6,248.0,2456.0,3236.8,32767.0,0,A
1073.2,267.4,454.6,3442.6,248.6,2447.2,3228.0,32767.0,0,A
1073.2,267.4,454.6,3442.6,248.6,2447.2,3228.0,32767.0,0,A
1070.8,268.4,458.2,3442.6,249.8,2444.8,3314.4,32767.0,0,A
1070.0,269.2,457.6,3442.6,255.2,2460.0,3356.0,32767.0,0,A
1069.4,264.2,457.8,3443.6,255.0,2452.8,3449.6,32767.0,0,A
1069.4,264.2,457.8,3443.6,255.0,2452.8,3449.6,32767.0,0,A
1072.4,263.2,458.4,3443.8,254.2,2477.6,3479.2,32767.0,0,A
1074.4,261.6,460.2,3441.8,253.0,2465.6,3478.4,32767.0,0,A
1074.4,261.6,460.2,3441.8,253.0,2465.6,3478.4,32767.0,0,A
1076.6,262.4,460.8,3442.6,252.6,2457.6,3457.6,32767.0,0,A
1073.2,259.8,461.4,3442.6,253.0,2436.8,3426.4,32767.0,0,A
1073.2,259.8,461.4,3442.6,253.0,2436.8,3426.4,32767.0,0,A
1073.6,261.0,462.0,3439.4,252.8,2421.6,3377.6,32767.0,0,A
1072.6,260.6,461.0,3439.6,253.2,2411.2,3368.8,32767.0,0,A
1072.6,260.6,461.0,3439.6,253.2,2411.2,3368.8,32767.0,0,A
1071.0,260.2,460.6,3439.2,253.8,2407.2,3368.8,32767.0,0,A
1071.0,260.2,460.6,3439.2,253.8,2407.2,3368.8,32767.0,0,A
1066.8,258.2,460.8,3438.4,253.4,2413.6,3321.6,32767.0,0,A
1072.6,261.8,460.4,3438.4,255.2,2407.2,3324.8,32767.0,0,A
1072.6,261.8,460.4,3438.4,255.2,2407.2,3324.8,32767.0,0,A
1072.6,261.4,458.4,3440.4,255.6,2431.2,3361.6,32767.0,0,A
1072.6,261.4,458.4,3440.4,255.6,2431.2,3361.6,32767.0,0,A
1072.0,264.0,459.4,3440.4,255.4,2450.4,3390.4,32767.0,0,A
1072.6,266.0,461.0,3441.8,255.4,2435.2,3390.4,32767.0,0,A
1072.6,266.0,461.0,3441.8,255.4,2435.2,3390.4,32767.0,0,A
1077.6,266.4,461.0,3440.6,256.4,2452.0,3387.2,32767.0,0,A
1071.8,262.8,460.6,3440.4,256.4,2455.2,3368.8,32767.0,0,A
1071.8,262.8,460.6,3440.4,256.4,2455.2,3368.8,32767.0,0,A
1071.4,262.6,462.8,3439.8,256.4,2462.4,3337.6,32767.0,0,A
1071.4,262.6,462.8,3439.8,256.4,2462.4,3337.6,32767.0,0,A
1069.4,268.8,461.8,3438.8,256.6,2453.6,3294.4,32767.0,0,A
1061.6,268.6,459.4,3436.8,257.0,2460.8,3309.6,32767.0,0,A
1061.6,268.6,459.4,3436.8,257.0,2460.8,3309.6,32767.0,0,A
1061.2,270.6,457.2,3437.4,256.6,2457.6,3339.2,32767.0,0,A
1061.2,270.6,457.2,3437.4,256.6,2457.6,3339.2,32767.0,0,A
1065.6,264.0,455.8,3437.8,255.2,2471.2,3337.6,32767.0,0,A
1066.6,264.4,454.0,3438.4,254.6,2450.4,3326.4,32767.0,0,A
1066.6,264.4,454.0,3438.4,254.6,2450.4,3326.4,32767.0,0,A
1067.2,258.0,455.0,3439.0,254.4,2438.4,3334.4,32767.0,0,A
1074.2,258.0,455.0,3439.8,253.2,2444.0,3299.2,32767.0,0,A
1074.2,258.0,455.0,3439.8,253.2,2444.0,3299.2,32767.0,0,A
1074.2,256.0,456.2,3439.8,252.2,2435.2,3310.4,32767.0,0,A
1074.2,256.0,456.2,3439.8,252.2,2435.2,3310.4,32767.0,0,A
1074.2,261.6,457.6,3439.6,252.6,2437.6,3334.4,32767.0,0,A
1072.6,261.4,459.8,3440.0,253.2,2443.2,3356.8,32767.0,0,A
1072.6,261.4,459.8,3440.0,253.2,2443.2,3356.8,32767.0,0,A
1070.6,261.4,458.0,3438.2,252.8,2452.8,3354.4,32767.0,0,A
1068.4,261.6,457.0,3438.0,252.6,2471.2,3336.8,32767.0,0,A
1068.4,261.6,457.0,3438.0,252.6,2471.2,3336.8,32767.0,0,A
1075.4,262.0,457.6,3438.6,251.2,2468.8,3303.2,32767.0,0,A
1075.4,262.0,457.6,3438.6,251.2,2468.8,3303.2,32767.0,0,A
1071.6,280.2,455.8,3438.0,252.6,2480.8,3296.8,32767.0,0,A
1072.4,280.0,455.4,3437.6,252.8,2487.2,3294.4,32767.0,0,A
1072.4,280.0,455.4,3437.6,252.8,2487.2,3294.4,32767.0,0,A
1075.6,279.8,457.2,3439.2,253.4,2491.2,3326.4,32767.0,0,A
1075.6,279.8,457.2,3439.2,253.4,2491.2,3326.4,32767.0,0,A
1079.4,276.6,458.6,3437.8,254.0,2458.4,3358.4,32767.0,0,A
1069.8,276.6,458.8,3438.0,256.2,2452.8,3401.6,32767.0,0,A
1069.8,276.6,458.8,3438.0,256.2,2452.8,3401.6,32767.0,0,A
1071.4,262.0,460.0,3438.2,254.8,2416.8,3417.6,32767.0,0,A
1080.2,263.6,459.4,3437.4,254.4,2398.4,3410.4,32767.0,0,A
1080.2,263.6,459.4,3437.4,254.4,2398.4,3410.4,32767.0,0,A
1080.0,263.8,459.4,3439.6,254.4,2366.4,3381.6,32767.0,0,A
1080.0,263.8,459.4,3439.6,254.4,2366.4,3381.6,32767.0,0,A
1077.6,265.2,460.2,3440.0,254.8,2377.6,3374.4,32767.0,0,A
1080.4,263.6,458.6,3439.4,253.4,2389.6,3335.2,32767.0,0,A
1080.4,263.6,458.6,3439.4,253.4,2389.6,3335.2,32767.0,0,A
1083.0,263.0,460.8,3440.2,254.6,2398.4,3342.4,32767.0,0,A
1083.0,263.0,460.8,3440.2,254.6,2398.4,3342.4,32767.0,0,A
1074.6,261.0,460.6,3441.2,255.4,2404.0,3356.8,32767.0,0,A
1074.6,261.0,460.6,3441.2,255.4,2404.0,3356.8,32767.0,0,A
1073.0,260.2,458.8,3440.2,255.4,2426.4,3368.0,32767.0,0,A
1073.6,262.2,457.8,3441.2,254.2,2424.8,3395.2,32767.0,0,A
1075.2,260.8,458.4,3441.8,255.6,2403.2,3420.8,32767.0,0,A
1075.2,260.8,458.4,3441.8,255.6,2403.2,3420.8,32767.0,0,A
1075.2,261.8,457.2,3441.4,254.8,2399.2,3404.0,32767.0,0,A
1075.2,261.8,457.2,3441.4,254.8,2399.2,3404.0,32767.0,0,A
1059.6,262.8,459.0,3438.0,253.8,2397.6,3421.6,32767.0,0,A
1060.2,262.6,460.2,3437.6,253.8,2369.6,3431.2,32767.0,0,A
1060.2,262.6,460.2,3437.6,253.8,2369.6,3431.2,32767.0,0,A
1059.8,259.8,458.6,3437.4,255.0,2357.6,3374.4,32767.0,0,A
1059.8,259.8,458.6,3437.4,255.0,2357.6,3374.4,32767.0,0,A
1058.2,261.4,458.0,3437.2,254.6,2360.8,3356.8,32767.0,0,A
1056.8,261.0,458.4,3435.0,255.2,2388.0,3356.0,32767.0,0,A
1056.8,261.0,458.4,3435.0,255.2,2388.0,3356.0,32767.0,0,A
1071.6,261.0,457.2,3438.2,252.2,2376.8,3320.0,32767.0,0,A
1071.6,262.0,457.8,3437.4,251.6,2412.8,3319.2,32767.0,0,A
1071.6,262.0,457.8,3437.4,251.6,2412.8,3319.2,32767.0,0,A
1066.4,266.4,463.0,3437.2,251.0,2449.6,3354.4,32767.0,0,A
1066.4,266.4,463.0,3437.2,251.0,2449.6,3354.4,32767.0,0,A
1062.8,267.6,463.0,3437.2,251.4,2448.8,3336.8,32767.0,0,A
1063.4,267.0,463.6,3437.6,251.0,2438.4,3298.4,32767.0,0,A
1063.4,267.0,463.6,3437.6,251.0,2438.4,3298.4,32767.0,0,A
1063.8,267.4,464.6,3435.6,254.8,2417.6,3287.2,32767.0,0,A
1063.8,267.4,464.6,3435.6,254.8,2417.6,3287.2,32767.0,0,A
1064.4,266.0,463.8,3435.8,255.0,2416.0,3283.2,32767.0,0,A
1071.4,264.2,459.4,3436.0,254.8,2412.0,3324.8,32767.0,0,A
1071.4,264.2,459.4,3436.0,254.8,2412.0,3324.8,32767.0,0,A
1075.2,262.0,460.2,3436.0,253.8,2418.4,3329.6,32767.0,0,A
1075.2,261.6,458.0,3437.4,252.8,2440.8,3396.8,32767.0,0,A
1075.2,261.6,458.0,3437.4,252.8,2440.8,3396.8,32767.0,0,A
1078.6,261.0,457.4,3439.6,252.4,2476.0,3420.0,32767.0,0,A
1078.6,261.0,457.4,3439.6,252.4,2476.0,3420.0,32767.0,0,A
1076.0,260.6,458.2,3439.8,249.6,2481.6,3407.2,32767.0,0,A
1070.4,258.6,458.2,3439.8,251.0,2456.8,3398.4,32767.0,0,A
1070.4,258.6,458.2,3439.8,251.0,2456.8,3398.4,32767.0,0,A
1072.6,259.2,457.8,3439.8,251.6,2457.6,3400.8,32767.0,0,A
1073.4,259.6,458.8,3443.0,253.2,2428.0,3360.8,32767.0,0,A
1073.4,259.6,458.8,3443.0,253.2,2428.0,3360.8,32767.0,0,A
1071.8,259.4,459.6,3443.2,253.2,2452.0,3361.6,32767.0,0,A
1071.8,259.4,459.6,3443.2,253.2,2452.0,3361.6,32767.0,0,A
1073.8,259.8,458.2,3443.0,256.6,2449.6,3384.0,32767.0,0,A
1079.8,262.4,459.6,3443.0,248.2,2458.4,3340.0,32767.0,0,A
1079.8,262.4,459.6,3443.0,248.2,2458.4,3340.0,32767.0,0,A
1077.2,265.6,460.8,3442.8,248.2,2469.6,3350.4,32767.0,0,A
1077.2,265.6,460.8,3442.8,248.2,2469.6,3350.4,32767.0,0,A
1079.0,266.0,461.4,3440.0,246.0,2481.6,3368.0,32767.0,0,A
1080.8,264.6,460.4,3440.0,246.4,2478.4,3328.0,32767.0,0,A
1080.8,264.6,460.4,3440.0,246.4,2478.4,3328.0,32767.0,0,A
1082.6,267.8,460.4,3440.6,246.2,2462.4,3304.8,32767.0,0,A
1081.8,268.0,459.0,3440.8,254.4,2479.2,3305.6,32767.0,0,A
1081.8,268.0,459.0,3440.8,254.4,2479.2,3305.6,32767.0,0,A
1081.4,265.4,458.6,3441.0,254.4,2469.6,3296.0,32767.0,0,A
1081.4,265.4,458.6,3441.0,254.4,2469.6,3296.0,32767.0,0,A
